id_client,currency,amount,date_transaction
eeef0105,USD,2701.97,2023-10-26 10:58:40
ddde0104,JPY,1281.83,2023-01-23 20:35:43
ddde0104,EUR,2573.56,2023-05-03 15:18:45
eeef0105,USD,1734.9,2023-05-03 14:07:37
bbbd0102,USD,1501.84,2023-05-09 14:49:49
eeef0105,EUR,2767.0,2023-11-24 00:30:54
ddde0104,BRL,1660.06,2023-06-24 20:42:17
ased0101,EUR,2788.21,2023-07-09 11:25:02
eeef0105,USD,2965.78,2023-03-03 15:02:54
bbbd0102,USD,2407.85,2023-03-01 02:36:44
eeef0105,EUR,1616.47,2023-04-23 07:32:18
eeef0105,BRL,2579.59,2023-10-28 12:10:07
cccf0103,GBP,1783.58,2023-08-01 06:50:25
cccf0103,BRL,2699.51,2023-04-06 04:47:42
ddde0104,BRL,2967.02,2023-05-14 13:31:26
ddde0104,BRL,1209.67,2023-02-08 18:35:46
eeef0105,EUR,1100.57,2023-03-18 13:35:15
ased0101,GBP,2915.55,2023-07-22 22:05:59
ddde0104,BRL,2173.59,2023-07-26 02:27:11
eeef0105,BRL,2371.08,2023-10-31 04:41:03
eeef0105,JPY,2250.49,2023-02-11 05:17:27
eeef0105,BRL,2005.62,2023-11-25 15:38:35
eeef0105,JPY,2076.31,2023-10-18 16:25:19
eeef0105,GBP,1991.73,2023-06-09 20:19:03
cccf0103,BRL,1368.02,2023-12-25 14:07:14
bbbd0102,USD,2971.06,2023-10-24 17:41:52
bbbd0102,EUR,2700.44,2023-10-11 11:04:28
eeef0105,USD,1779.53,2023-09-27 17:32:21
ddde0104,BRL,2911.14,2023-10-20 18:28:34
ased0101,BRL,1784.95,2023-11-18 22:04:57
eeef0105,JPY,2440.1,2023-07-29 07:12:58
ased0101,GBP,1725.17,2023-02-13 20:48:47
cccf0103,USD,2988.63,2023-08-06 08:10:21
bbbd0102,BRL,2661.46,2023-01-30 12:39:08
cccf0103,EUR,2289.27,2023-03-24 18:00:36
ddde0104,EUR,2896.94,2023-11-18 01:51:18
ddde0104,GBP,1930.77,2023-05-14 07:27:32
eeef0105,USD,2600.77,2023-07-19 20:46:43
ddde0104,JPY,2046.96,2023-04-04 06:34:09
ddde0104,JPY,2877.6,2023-06-27 20:30:45
cccf0103,JPY,1595.85,2023-02-10 15:21:46
ased0101,JPY,1837.57,2023-05-09 04:50:51
bbbd0102,EUR,1711.08,2023-05-01 00:09:26
ddde0104,EUR,1856.78,2023-03-03 04:53:02
ddde0104,BRL,2226.3,2023-09-05 10:15:05
cccf0103,BRL,1539.76,2023-07-27 21:21:01
bbbd0102,USD,1558.99,2023-01-06 04:01:36
cccf0103,USD,1395.58,2023-09-07 14:12:57
ased0101,GBP,1570.73,2023-04-15 03:55:45
cccf0103,EUR,1137.19,2023-11-07 03:17:38
bbbd0102,GBP,2335.47,2023-10-20 18:17:31
bbbd0102,JPY,1568.16,2023-08-06 08:52:24
ddde0104,BRL,2483.5,2023-08-27 23:43:24
ased0101,BRL,2311.76,2023-01-09 19:05:03
eeef0105,GBP,1383.54,2023-07-05 12:35:37
ddde0104,GBP,2854.57,2023-04-26 14:08:16
cccf0103,EUR,1677.94,2023-01-03 15:17:38
cccf0103,JPY,1072.06,2023-03-18 06:19:37
bbbd0102,USD,2560.31,2023-04-09 00:26:22
bbbd0102,USD,1916.59,2023-07-31 06:51:55
bbbd0102,GBP,1207.03,2023-06-28 15:11:20
eeef0105,GBP,1944.99,2023-08-29 07:30:11
eeef0105,GBP,2768.66,2023-11-25 12:50:40
ddde0104,USD,1368.27,2023-09-09 16:33:28
eeef0105,BRL,2160.35,2023-07-11 14:15:26
bbbd0102,BRL,2354.41,2023-11-14 10:32:03
ddde0104,USD,1042.84,2023-03-27 22:08:09
ddde0104,BRL,2748.17,2023-09-24 11:15:52
ased0101,EUR,1471.14,2023-02-03 00:04:04
eeef0105,GBP,2494.08,2023-06-02 00:18:20
cccf0103,JPY,2484.62,2023-12-30 01:17:11
cccf0103,JPY,1070.76,2023-04-22 05:48:05
ased0101,BRL,2762.96,2023-08-29 07:23:58
bbbd0102,USD,2253.94,2023-01-10 07:56:13
ased0101,EUR,1370.62,2023-03-07 11:14:00
bbbd0102,JPY,2358.8,2023-09-26 06:20:21
eeef0105,JPY,1423.37,2023-12-30 16:11:00
eeef0105,BRL,1590.13,2023-06-05 13:52:10
ddde0104,USD,1290.61,2023-04-16 11:49:42
ddde0104,JPY,1697.34,2023-03-07 08:20:50
ddde0104,EUR,2225.76,2023-06-24 15:02:33
ddde0104,GBP,2174.13,2023-02-11 04:13:15
cccf0103,USD,2947.76,2023-10-13 18:44:42
ddde0104,GBP,1716.64,2023-12-20 05:30:24
ddde0104,GBP,1315.56,2023-01-07 08:50:28
ddde0104,USD,1444.79,2023-10-04 00:07:13
bbbd0102,EUR,1479.63,2023-12-18 15:37:44
ddde0104,EUR,1492.38,2023-12-11 21:12:54
ased0101,BRL,1321.49,2023-06-18 18:24:26
ddde0104,USD,1643.36,2023-12-08 15:02:23
ddde0104,USD,1797.45,2023-03-13 02:26:35
cccf0103,BRL,2990.57,2023-10-15 12:11:28
ddde0104,EUR,1842.66,2023-04-13 23:38:43
bbbd0102,USD,2498.49,2023-12-07 02:19:58
eeef0105,USD,2828.52,2023-12-30 03:44:57
ddde0104,GBP,2099.29,2023-02-18 23:52:45
ddde0104,GBP,2605.85,2023-03-25 18:17:45
ddde0104,EUR,1159.18,2023-02-10 16:59:22
cccf0103,GBP,1331.11,2023-09-06 21:57:02
eeef0105,GBP,2395.54,2023-01-16 07:36:46
cccf0103,EUR,1028.32,2023-11-23 14:14:49
cccf0103,EUR,1320.47,2023-08-06 14:00:54
cccf0103,BRL,1808.01,2023-07-21 08:19:14
bbbd0102,USD,2449.26,2023-07-20 23:41:58
eeef0105,USD,1394.06,2023-11-12 11:03:28
bbbd0102,EUR,1755.47,2023-09-03 06:22:42
bbbd0102,EUR,1586.63,2023-09-17 02:40:51
eeef0105,JPY,2402.34,2023-11-29 08:57:58
bbbd0102,GBP,1223.98,2023-03-23 15:04:42
eeef0105,JPY,1606.01,2023-06-17 21:10:20
ddde0104,USD,2306.52,2023-09-21 10:11:24
cccf0103,EUR,1566.36,2023-06-22 00:22:13
bbbd0102,BRL,1579.04,2023-04-09 07:19:12
eeef0105,USD,2933.41,2023-12-17 17:53:20
ased0101,EUR,1525.22,2023-11-09 01:47:35
bbbd0102,USD,2104.74,2023-03-30 21:53:22
bbbd0102,JPY,1747.2,2023-05-23 01:07:25
eeef0105,EUR,1288.66,2023-04-26 17:51:39
ased0101,GBP,1601.11,2023-07-04 07:57:46
ased0101,BRL,1666.32,2023-06-26 23:02:40
ddde0104,EUR,1763.46,2023-12-19 07:12:23
bbbd0102,USD,1648.21,2023-12-08 03:55:10
cccf0103,EUR,2511.99,2023-12-04 07:18:48
bbbd0102,GBP,1553.17,2023-03-21 09:08:10
cccf0103,GBP,1598.44,2023-06-25 04:35:33
cccf0103,EUR,1853.14,2023-12-19 16:19:08
eeef0105,JPY,1498.94,2023-12-19 12:00:56
bbbd0102,BRL,2104.27,2023-08-01 16:26:35
eeef0105,BRL,2515.53,2023-02-20 21:11:30
ddde0104,GBP,1285.18,2023-11-20 12:27:46
cccf0103,USD,2305.83,2023-01-25 09:05:05
ased0101,GBP,1146.2,2023-01-28 13:26:25
cccf0103,JPY,2923.37,2023-07-26 18:15:09
ddde0104,GBP,1861.29,2023-08-21 20:13:23
cccf0103,JPY,1992.03,2023-02-01 16:36:19
eeef0105,JPY,1884.03,2023-02-04 04:34:49
bbbd0102,USD,2965.99,2023-12-25 14:29:28
ased0101,EUR,2372.14,2023-06-18 05:31:31
eeef0105,USD,1502.88,2023-05-26 22:40:03
bbbd0102,USD,1761.28,2023-05-30 19:43:36
ased0101,EUR,1149.99,2023-11-06 02:37:49
ddde0104,EUR,2625.26,2023-09-14 12:56:41
cccf0103,EUR,1184.47,2023-03-23 21:49:23
ased0101,USD,2717.74,2023-09-16 08:39:49
ddde0104,GBP,1937.63,2023-09-17 18:18:21
bbbd0102,GBP,2121.02,2023-03-28 00:08:41
ased0101,USD,2534.03,2024-01-01 02:41:17
ddde0104,EUR,1346.53,2023-06-17 04:23:54
bbbd0102,USD,1040.59,2023-05-22 21:22:32
eeef0105,GBP,1518.16,2023-08-28 16:04:56
cccf0103,EUR,1654.51,2023-09-12 15:03:38
ddde0104,USD,2799.15,2023-05-18 20:54:40
eeef0105,GBP,2794.43,2023-02-15 08:57:35
bbbd0102,EUR,1363.28,2023-07-24 03:05:27
ased0101,EUR,2668.18,2023-07-29 12:49:03
cccf0103,BRL,1456.46,2023-08-14 15:04:14
bbbd0102,EUR,1211.25,2023-06-27 05:00:44
ddde0104,GBP,2618.45,2023-09-18 06:03:46
cccf0103,GBP,2860.32,2023-03-10 14:04:49
eeef0105,JPY,1917.32,2023-02-25 20:39:42
cccf0103,GBP,2171.1,2023-12-02 11:56:04
eeef0105,GBP,2458.94,2023-12-03 09:47:24
bbbd0102,GBP,2814.62,2023-12-29 20:31:06
ased0101,EUR,2388.13,2023-12-08 00:51:46
cccf0103,JPY,2158.2,2023-03-09 20:29:17
ased0101,JPY,2440.44,2023-06-06 20:27:29
ased0101,USD,2622.87,2023-05-15 21:07:54
cccf0103,USD,2710.28,2023-06-01 06:54:25
cccf0103,JPY,1808.63,2023-12-10 09:19:17
ased0101,JPY,2328.93,2023-06-13 16:40:33
ddde0104,EUR,1623.05,2023-09-03 14:54:05
ddde0104,GBP,1616.55,2023-07-22 02:47:49
cccf0103,JPY,2751.34,2023-05-02 19:44:44
ased0101,BRL,1297.8,2023-10-02 15:54:29
ased0101,EUR,2136.57,2023-06-25 22:46:03
bbbd0102,USD,1255.75,2023-06-24 00:35:56
ased0101,EUR,1802.0,2023-01-18 21:12:45
ddde0104,JPY,2902.34,2023-02-16 13:22:49
bbbd0102,BRL,2380.52,2023-11-01 12:37:19
ddde0104,JPY,1387.43,2023-07-24 16:09:03
eeef0105,USD,1715.66,2023-09-21 06:49:37
cccf0103,EUR,1481.35,2023-03-14 07:35:00
eeef0105,USD,1824.0,2023-10-16 23:42:30
cccf0103,JPY,1506.06,2023-07-06 21:31:23
ddde0104,JPY,2879.54,2023-04-07 13:58:02
ddde0104,EUR,1860.56,2023-01-08 04:15:38
eeef0105,JPY,2706.46,2023-10-24 10:22:06
cccf0103,GBP,2586.05,2023-02-14 05:36:55
cccf0103,EUR,1743.3,2023-11-23 16:44:10
bbbd0102,USD,1454.62,2023-01-16 15:06:43
ased0101,BRL,1822.41,2023-07-16 03:51:43
bbbd0102,JPY,1276.21,2023-10-15 11:54:44
ddde0104,BRL,1324.29,2023-12-10 08:21:52
eeef0105,USD,2931.56,2023-07-29 01:15:00
cccf0103,BRL,1537.89,2023-12-28 19:20:06
bbbd0102,EUR,1476.38,2023-09-10 19:28:31
eeef0105,USD,2864.74,2023-01-22 15:57:34
eeef0105,EUR,2244.75,2023-03-11 00:01:33
ased0101,EUR,2125.71,2023-12-09 05:05:31
cccf0103,BRL,1971.92,2023-01-15 08:08:13
eeef0105,GBP,2667.5,2023-11-21 07:48:56
cccf0103,EUR,1873.34,2023-10-09 19:59:35
bbbd0102,EUR,1748.11,2023-02-21 02:25:41
eeef0105,USD,2942.55,2023-03-22 00:24:55
eeef0105,GBP,1373.11,2023-10-23 22:29:36
bbbd0102,JPY,2077.55,2023-08-07 14:25:06
cccf0103,EUR,2438.16,2023-09-02 15:36:18
cccf0103,USD,1359.93,2023-04-23 16:07:28
eeef0105,BRL,2691.81,2023-03-25 00:38:07
bbbd0102,USD,2279.88,2023-04-13 23:33:06
ddde0104,GBP,2868.8,2023-08-16 08:08:20
cccf0103,USD,1419.54,2023-06-01 09:06:36
ddde0104,JPY,2282.66,2023-09-15 08:08:52
eeef0105,BRL,2455.25,2023-07-12 13:09:55
ddde0104,BRL,2579.0,2023-08-04 17:35:09
ddde0104,EUR,1248.57,2023-01-01 16:44:53
cccf0103,GBP,2154.73,2023-11-24 03:39:51
eeef0105,BRL,2776.97,2023-10-24 22:53:54
ddde0104,BRL,2775.49,2023-12-23 00:05:29
cccf0103,JPY,1845.12,2023-06-27 14:46:06
ddde0104,USD,1894.5,2023-12-04 11:52:06
cccf0103,JPY,2455.24,2023-09-09 10:26:57
eeef0105,GBP,2723.22,2023-04-10 21:26:35
bbbd0102,GBP,2874.37,2023-07-28 17:48:29
cccf0103,BRL,1493.97,2023-09-02 01:14:12
cccf0103,EUR,1341.82,2023-06-12 09:29:22
ddde0104,USD,2388.18,2023-07-20 16:24:19
eeef0105,USD,2594.03,2023-04-14 21:52:59
ased0101,GBP,1180.89,2023-05-05 02:45:47
ased0101,JPY,1503.94,2023-07-20 09:08:52
bbbd0102,BRL,2173.74,2023-11-02 00:12:18
eeef0105,USD,1560.85,2023-10-30 12:26:29
cccf0103,JPY,2871.34,2023-05-19 15:29:58
ased0101,JPY,1939.27,2023-10-09 23:48:15
bbbd0102,GBP,2428.94,2023-09-30 18:01:40
eeef0105,BRL,1933.52,2023-05-04 01:49:23
bbbd0102,BRL,1498.43,2023-07-01 18:50:27
ased0101,EUR,1649.35,2023-09-15 15:36:37
ddde0104,BRL,2149.98,2023-10-01 04:32:00
ddde0104,GBP,1622.7,2023-01-30 05:51:20
eeef0105,JPY,1152.14,2023-06-19 07:43:52
bbbd0102,USD,1231.7,2023-02-18 04:58:24
cccf0103,JPY,1192.96,2023-10-29 06:24:41
ased0101,USD,2221.77,2023-08-05 15:16:34
ddde0104,EUR,1272.27,2023-03-07 11:30:49
ddde0104,EUR,1151.76,2023-05-20 18:02:04
bbbd0102,EUR,1047.65,2023-09-18 01:46:23
ddde0104,JPY,2402.47,2023-12-18 01:11:21
bbbd0102,GBP,2459.55,2023-10-16 11:56:02
ased0101,BRL,1626.52,2023-09-22 01:53:02
bbbd0102,USD,1210.99,2023-06-06 00:30:51
ddde0104,GBP,2714.51,2023-02-16 10:41:59
bbbd0102,BRL,1261.18,2023-07-17 04:26:50
ddde0104,USD,1490.15,2023-06-11 22:09:03
eeef0105,JPY,2249.53,2023-08-28 00:28:23
ddde0104,USD,2071.64,2023-01-21 00:55:52
ddde0104,JPY,1663.91,2023-02-06 21:06:49
ddde0104,BRL,1627.54,2023-12-10 02:01:27
eeef0105,GBP,2451.76,2023-01-18 16:24:40
cccf0103,USD,2012.74,2023-04-18 18:53:53
ddde0104,BRL,1011.38,2023-09-17 11:39:32
cccf0103,EUR,1511.7,2023-05-12 14:17:24
ased0101,GBP,1789.1,2023-08-14 08:26:21
bbbd0102,EUR,2011.59,2023-11-19 11:15:05
cccf0103,EUR,2096.27,2023-09-12 10:18:20
ased0101,GBP,1528.53,2023-05-05 14:37:55
bbbd0102,USD,1789.86,2023-10-21 08:26:45
ddde0104,BRL,1420.16,2023-10-21 23:09:51
ddde0104,GBP,2388.23,2023-01-17 20:11:15
ddde0104,USD,1316.49,2023-11-06 10:03:34
eeef0105,GBP,2571.22,2023-02-23 07:40:12
eeef0105,GBP,1080.13,2023-02-24 20:54:44
eeef0105,USD,2195.16,2023-09-29 11:34:35
eeef0105,EUR,2062.9,2023-10-22 13:45:40
ased0101,JPY,2789.56,2023-09-12 02:27:51
ased0101,USD,2909.01,2023-09-26 07:58:29
ddde0104,JPY,2923.31,2023-03-15 03:58:34
bbbd0102,JPY,1776.92,2023-04-13 00:28:59
eeef0105,GBP,1555.78,2023-06-29 10:41:48
bbbd0102,USD,2676.49,2023-03-06 19:43:03
ased0101,USD,2019.54,2023-11-23 09:12:56
eeef0105,EUR,2191.27,2023-12-02 06:22:36
ased0101,JPY,2334.62,2023-07-03 22:56:49
ased0101,EUR,2242.39,2023-02-04 03:46:14
cccf0103,BRL,1926.28,2023-02-14 21:13:25
ased0101,JPY,2812.7,2023-12-02 01:31:25
ddde0104,EUR,1996.78,2023-04-11 12:51:57
ased0101,EUR,2116.1,2023-11-04 10:55:51
eeef0105,JPY,2232.53,2023-01-08 21:02:16
ddde0104,EUR,2046.82,2023-05-31 06:02:44
ased0101,BRL,2520.13,2023-12-05 21:01:22
ddde0104,USD,2031.08,2023-05-25 02:17:44
ased0101,BRL,2198.26,2023-04-03 11:24:52
ddde0104,JPY,2168.62,2023-10-17 16:19:43
bbbd0102,GBP,2860.01,2023-11-15 22:45:01
cccf0103,JPY,2820.17,2023-10-29 01:19:24
ddde0104,USD,2729.79,2023-12-16 08:18:39
eeef0105,BRL,2150.17,2023-03-13 08:59:22
cccf0103,EUR,2227.59,2023-10-13 19:44:32
cccf0103,EUR,1110.61,2023-12-30 16:17:55
ased0101,GBP,2641.54,2023-12-14 15:14:44
ddde0104,BRL,2160.98,2023-08-28 14:10:11
cccf0103,EUR,2071.76,2023-08-09 01:19:14
eeef0105,JPY,2619.17,2023-11-20 14:05:56
eeef0105,EUR,2534.98,2023-03-26 19:03:47
eeef0105,USD,2677.31,2023-10-23 11:39:26
ased0101,BRL,2798.42,2023-02-06 07:21:18
bbbd0102,EUR,2851.32,2023-06-08 00:36:28
ddde0104,EUR,1053.07,2023-11-28 07:44:06
cccf0103,USD,1561.56,2023-10-16 22:16:42
ddde0104,EUR,1024.16,2023-08-29 20:01:44
cccf0103,GBP,1378.55,2023-04-22 19:26:00
ased0101,BRL,1220.5,2023-08-25 10:26:27
ddde0104,EUR,2969.02,2023-05-29 23:45:21
ased0101,JPY,1377.71,2023-04-10 00:46:38
ased0101,EUR,2337.05,2023-09-28 03:38:16
ddde0104,GBP,1800.47,2023-09-19 07:09:22
ddde0104,JPY,1569.68,2023-07-28 08:41:42
cccf0103,GBP,1840.12,2023-03-24 20:41:51
eeef0105,USD,1753.58,2023-12-07 07:26:47
ased0101,JPY,1999.8,2023-11-21 22:42:01
bbbd0102,JPY,1524.32,2023-12-17 16:18:03
cccf0103,GBP,1135.56,2023-12-28 00:18:37
cccf0103,GBP,1843.53,2023-04-03 14:00:40
eeef0105,USD,1197.55,2023-07-15 08:49:26
eeef0105,JPY,1556.77,2023-09-19 06:04:28
ased0101,JPY,2224.46,2023-01-03 17:10:55
cccf0103,JPY,2316.73,2023-03-04 12:40:45
cccf0103,JPY,2533.85,2023-06-08 20:21:40
bbbd0102,USD,2943.23,2023-02-10 20:03:31
ased0101,EUR,1765.86,2023-06-16 04:16:04
ased0101,JPY,1574.0,2023-04-24 08:07:43
eeef0105,BRL,1149.04,2023-02-23 02:49:41
ased0101,USD,1216.05,2023-08-29 18:32:42
bbbd0102,EUR,2236.45,2023-08-01 02:03:22
ased0101,GBP,2576.08,2023-06-24 15:56:12
ddde0104,EUR,2437.95,2023-08-18 14:46:54
ddde0104,GBP,1361.68,2023-08-20 17:57:36
bbbd0102,BRL,2594.0,2023-02-06 21:35:14
eeef0105,USD,2945.79,2023-03-11 20:20:27
cccf0103,EUR,2323.8,2023-10-10 22:05:31
ased0101,GBP,2997.15,2023-03-11 01:12:53
eeef0105,JPY,1827.86,2023-04-27 02:09:03
eeef0105,BRL,2356.4,2023-03-21 19:19:15
ased0101,BRL,1093.94,2023-08-16 11:38:09
cccf0103,USD,1238.4,2023-08-13 09:49:25
ased0101,USD,2221.0,2023-01-18 13:01:01
cccf0103,USD,1371.7,2023-09-15 22:43:41
bbbd0102,USD,1890.74,2023-04-06 08:40:24
cccf0103,JPY,2359.32,2023-12-14 00:28:15
eeef0105,BRL,2812.73,2023-04-18 15:12:21
bbbd0102,JPY,2832.98,2023-01-07 13:45:54
ddde0104,USD,1498.74,2023-08-13 17:47:48
bbbd0102,EUR,1197.22,2023-09-29 17:33:19
cccf0103,GBP,2550.53,2023-02-26 21:38:59
bbbd0102,EUR,2651.34,2023-11-26 06:10:49
bbbd0102,BRL,2157.14,2023-05-17 21:44:22
ddde0104,BRL,1228.72,2023-08-30 06:22:13
cccf0103,JPY,1240.33,2023-07-13 11:46:58
eeef0105,GBP,2478.96,2023-06-24 16:56:32
bbbd0102,USD,1953.04,2023-02-02 06:53:37
ased0101,USD,2878.79,2023-07-27 10:15:36
eeef0105,EUR,2025.11,2023-10-23 15:04:50
bbbd0102,GBP,2034.01,2023-09-02 09:25:16
eeef0105,JPY,2355.07,2023-12-24 13:14:03
ased0101,USD,2149.55,2023-02-18 11:15:24
eeef0105,BRL,1590.71,2023-06-11 08:19:59
eeef0105,USD,1266.71,2023-08-20 12:58:33
ased0101,GBP,2680.91,2023-04-01 12:56:28
ased0101,BRL,1191.57,2023-08-16 10:56:20
ased0101,JPY,2758.07,2023-06-02 18:52:02
ddde0104,USD,1005.74,2023-09-30 05:19:24
ased0101,BRL,1578.78,2023-06-15 05:04:44
eeef0105,JPY,1646.77,2023-08-03 23:50:12
ased0101,GBP,1106.73,2023-11-06 20:52:42
bbbd0102,JPY,2069.28,2023-01-25 04:05:45
ased0101,JPY,1170.94,2023-09-24 13:18:00
ased0101,BRL,1386.09,2023-02-23 03:45:03
cccf0103,USD,2226.81,2023-02-27 11:27:24
eeef0105,BRL,2254.89,2023-08-10 17:20:32
eeef0105,EUR,1862.89,2023-05-08 08:27:17
bbbd0102,BRL,1931.31,2023-10-06 12:32:10
ddde0104,BRL,2829.43,2023-02-08 11:38:32
cccf0103,USD,1256.74,2023-08-24 15:34:35
bbbd0102,GBP,1999.48,2023-05-27 15:18:30
bbbd0102,EUR,1393.51,2023-09-11 01:20:59
eeef0105,USD,1134.4,2023-11-29 13:24:29
cccf0103,USD,2678.6,2023-01-31 15:03:45
eeef0105,JPY,2918.03,2023-09-30 00:20:11
ddde0104,EUR,1937.46,2023-11-08 19:49:41
eeef0105,JPY,1608.75,2023-04-14 18:21:00
ased0101,JPY,1194.3,2023-04-18 02:27:55
eeef0105,USD,1421.51,2023-10-26 08:07:53
ased0101,GBP,1228.36,2023-05-13 15:47:54
bbbd0102,USD,1647.54,2023-06-15 02:12:14
ddde0104,BRL,2110.77,2023-04-01 17:39:12
ased0101,GBP,2216.91,2023-06-13 18:32:14
ddde0104,EUR,2480.11,2023-08-08 01:52:46
eeef0105,GBP,1654.51,2023-05-08 22:46:39
eeef0105,EUR,2362.24,2023-06-03 12:31:42
bbbd0102,JPY,1168.23,2023-07-12 07:22:54
eeef0105,USD,1292.26,2023-12-19 08:46:34
ased0101,USD,1563.45,2023-04-16 19:40:41
bbbd0102,BRL,1200.87,2023-10-23 05:29:16
ddde0104,USD,2023.2,2023-05-06 10:56:47
bbbd0102,GBP,2010.97,2023-11-16 13:05:28
ddde0104,BRL,1155.14,2023-03-12 10:09:15
cccf0103,USD,1369.81,2023-06-14 16:27:33
ased0101,BRL,2764.64,2023-01-28 12:20:33
ased0101,USD,2893.6,2023-02-09 11:32:02
ddde0104,USD,1920.0,2023-06-22 17:07:50
eeef0105,JPY,1590.91,2023-09-29 23:13:39
eeef0105,USD,2002.28,2023-03-10 14:39:07
cccf0103,USD,1462.19,2023-04-09 19:29:37
ddde0104,GBP,1505.67,2023-10-06 00:16:30
cccf0103,EUR,1292.12,2023-11-24 07:22:25
ddde0104,GBP,2784.57,2023-03-27 09:48:23
cccf0103,BRL,2102.41,2023-12-13 05:17:30
ddde0104,BRL,1920.18,2023-08-26 03:13:42
ased0101,USD,1406.86,2023-07-13 04:00:31
cccf0103,USD,2992.69,2023-12-07 19:07:36
cccf0103,JPY,1504.67,2023-12-10 14:11:16
ddde0104,USD,1992.6,2023-03-24 18:36:50
bbbd0102,GBP,2171.77,2023-11-20 13:45:23
bbbd0102,GBP,2581.99,2023-10-24 16:50:46
ased0101,GBP,1798.85,2023-05-09 17:31:38
eeef0105,GBP,1449.35,2023-08-02 06:32:55
eeef0105,EUR,1305.02,2023-04-21 23:01:55
ased0101,GBP,2554.18,2023-08-29 00:53:42
eeef0105,GBP,1088.85,2023-04-18 20:15:42
ddde0104,BRL,2467.42,2023-06-26 23:43:07
bbbd0102,BRL,1840.16,2023-05-23 17:05:49
ased0101,BRL,1092.46,2023-10-14 16:09:42
ddde0104,USD,1420.51,2023-12-22 06:45:03
ased0101,BRL,2231.82,2023-07-31 19:10:23
bbbd0102,USD,2963.42,2023-02-19 20:46:55
eeef0105,BRL,2439.4,2023-04-07 04:28:22
ddde0104,GBP,1372.42,2023-11-09 05:38:38
bbbd0102,BRL,1774.19,2023-04-02 20:49:21
ased0101,JPY,2379.83,2023-05-24 03:17:12
cccf0103,USD,2831.5,2023-12-31 06:23:49
ddde0104,GBP,1355.83,2023-12-26 08:06:58
ased0101,GBP,1482.64,2023-03-13 18:35:02
ased0101,GBP,1919.42,2023-12-23 00:02:07
bbbd0102,BRL,1582.56,2023-07-20 06:45:04
ased0101,USD,1456.4,2023-06-28 08:45:42
ddde0104,GBP,2722.67,2023-12-17 21:06:31
ddde0104,GBP,2967.32,2023-05-09 03:27:04
ased0101,BRL,2546.88,2023-09-14 13:07:35
bbbd0102,GBP,1226.15,2023-05-21 12:26:30
ddde0104,GBP,2863.69,2023-07-08 10:07:44
cccf0103,EUR,1170.44,2023-02-02 19:37:48
eeef0105,BRL,2527.82,2023-11-10 05:58:40
bbbd0102,EUR,2616.11,2023-06-12 19:36:57
bbbd0102,EUR,2194.68,2023-09-29 08:42:10
eeef0105,BRL,1371.27,2023-02-13 09:30:46
eeef0105,GBP,1976.2,2023-01-02 01:51:46
ddde0104,GBP,2480.55,2023-04-29 12:38:22
ased0101,USD,1684.52,2023-07-25 08:10:46
ased0101,USD,2479.42,2023-01-15 07:23:30
cccf0103,BRL,1508.59,2023-03-23 18:23:22
ased0101,JPY,1972.41,2023-03-19 15:41:44
cccf0103,EUR,1364.41,2023-09-01 06:56:46
cccf0103,BRL,1798.83,2023-06-17 11:01:23
bbbd0102,GBP,2845.88,2023-11-10 00:19:49
bbbd0102,EUR,1205.43,2023-06-07 16:15:59
ddde0104,USD,1431.08,2023-10-24 19:54:12
eeef0105,EUR,2108.8,2023-07-14 13:07:03
eeef0105,USD,1267.51,2023-08-15 03:39:01
cccf0103,BRL,1315.76,2023-08-07 18:20:26
eeef0105,USD,1094.13,2023-10-27 15:53:57
cccf0103,BRL,2185.35,2023-12-01 05:04:15
eeef0105,BRL,2678.57,2023-02-17 07:05:19
ddde0104,GBP,2935.9,2023-03-17 13:21:02
bbbd0102,JPY,2798.25,2023-01-31 19:05:48
bbbd0102,JPY,2100.02,2023-08-02 06:17:05
cccf0103,JPY,2633.57,2023-10-04 14:50:48
eeef0105,BRL,1088.38,2023-10-02 11:25:21
ased0101,BRL,2323.16,2023-07-17 10:38:15
ddde0104,GBP,1052.08,2023-11-17 07:39:27
eeef0105,GBP,1999.47,2023-06-02 15:57:22
ased0101,USD,1675.62,2023-07-17 01:50:24
ddde0104,USD,2169.41,2023-12-17 19:04:22
ddde0104,BRL,2533.92,2023-10-03 06:21:56
bbbd0102,JPY,2309.64,2023-04-18 00:44:18
cccf0103,EUR,1369.68,2023-10-23 06:11:22
eeef0105,GBP,2527.42,2023-07-05 19:49:12
ddde0104,EUR,2486.12,2023-08-13 06:26:51
eeef0105,EUR,1586.6,2023-09-24 21:46:19
ddde0104,BRL,2734.71,2023-11-30 23:17:49
bbbd0102,USD,2566.46,2023-05-29 14:23:01
cccf0103,JPY,2052.62,2023-08-28 07:46:19
ased0101,EUR,1390.71,2023-07-21 07:37:18
ased0101,GBP,2687.68,2023-02-09 14:26:26
bbbd0102,GBP,2991.17,2023-04-14 08:53:12
ddde0104,GBP,1677.64,2023-01-09 20:10:28
bbbd0102,EUR,2640.56,2023-05-31 14:06:23
cccf0103,USD,2147.4,2023-01-22 03:45:17
ased0101,JPY,1464.93,2023-08-29 05:44:29
eeef0105,EUR,1238.92,2023-07-21 05:32:35
ased0101,USD,1766.54,2023-09-21 00:31:11
cccf0103,JPY,2064.04,2023-05-01 07:33:15
ddde0104,JPY,1455.0,2023-12-25 14:45:13
